type,issuercode,issuername,assetname,assetcode,,,,,,,,,,,,,,,,
SC,SCH,Schroder Investment Mgt Australia Ltd (Calastone),Schroder Equity Opportunities Fund - Wholesale Class,SCH0035AU,,,,,,,,,,,,,,,,
SC,SCH,Schroder Investment Mgt Australia Ltd (Calastone),Schroder Australian Smaller Companies Fund - Wholesale Class,SCH0036AU,,,,,,,,,,,,,,,,
SC,SCH,Schroder Investment Mgt Australia Ltd (Calastone),Schroder Cash Plus Fund - Professional Class,SCH0038AU,,,,,,,,,,,,,,,,
SC,SCH,Schroder Investment Mgt Australia Ltd (Calastone),Schroder Global Blend Fund - Wholesale Class,SCH0040AU,,,,,,,,,,,,,,,,
SC,SCH,Schroder Investment Mgt Australia Ltd (Calastone),Schroder Global Quality Fund - Wholesale Class,SCH0041AU,,,,,,,,,,,,,,,,
SC,SCH,Schroder Investment Mgt Australia Ltd (Calastone),Schroder Real Return CPI Plus 5% Fund - Wholesale Class,SCH0047AU,,,,,,,,,,,,,,,,
SC,SCH,Schroder Investment Mgt Australia Ltd (Calastone),Schroder Global Core Fund - Institutional Class,SCH0048AU,,,,,,,,,,,,,,,,
SC,SCH,Schroder Investment Mgt Australia Ltd (Calastone),Schroder Global Blend Fund (Hedged) - Wholesale Class,SCH0051AU,,,,,,,,,,,,,,,,
SC,SCH,Schroder Investment Mgt Australia Ltd (Calastone),Schroder Real Return CPI Plus 3.5% Fund - Wholesale Class,SCH0096AU,,,,,,,,,,,,,,,,
SC,SCH,Schroder Investment Mgt Australia Ltd (Calastone),Schroder Wholesale Australian Equity Fund,SCH0101AU,,,,,,,,,,,,,,,,
SC,SCH,Schroder Investment Mgt Australia Ltd (Calastone),Schroder Balanced Fund - Wholesale Class,SCH0102AU,,,,,,,,,,,,,,,,
SC,SCH,Schroder Investment Mgt Australia Ltd (Calastone),Schroder Credit Securities Fund - Wholesale Class,SCH0103AU,,,,,,,,,,,,,,,,
SC,SWM,Supervised Inv Australia Ltd (OMIFL),Supervised Global Income Fund� ������������������,SIA0001AU,,,,,,,,,,,,,,,,
SC,SEL,Select Asset Mgt Ltd (OneVue  RES) (Calastone),Select Defensive Portfolio,SLT0001AU,,,,,,,,,,,,,,,,
SC,SEL,Select Asset Mgt Ltd (OneVue  RES) (Calastone),Select Real Return Fund,SLT0002AU,,,,,,,,,,,,,,,,
SC,SEL,Select Asset Mgt Ltd (OneVue  RES) (Calastone),Baker Steel Gold Fund,SLT0006AU,,,,,,,,,,,,,,,,
SC,SEL,Select Asset Mgt Ltd (OneVue  RES) (Calastone),Select Listed Investments Fund,SLT0007AU,,,,,,,,,,,,,,,,
SC,MCG,MCG (EQT),MCG Endowment Strategy Fund,SLT0010AU,,,,,,,,,,,,,,,,
SC,SEL,Select Asset Mgt Ltd (OneVue  RES) (Calastone),Profile Preservation Portfolio,SLT0019AU,,,,,,,,,,,,,,,,
SC,SEL,Select Asset Mgt Ltd (OneVue  RES) (Calastone),Profile Accumulation Portfolio,SLT0020AU,,,,,,,,,,,,,,,,
SC,LDI,LDI Connect Asset Mgt (OneVue RE Services),LDI Connect 7 Portfolio,SLT0030AU,,,,,,,,,,,,,,,,
SC,LDI,LDI Connect Asset Mgt (OneVue RE Services),LDI Connect 3 Portfolio,SLT0032AU,,,,,,,,,,,,,,,,
SC,LDI,LDI Connect Asset Mgt (OneVue RE Services),LDI Connect 20 Portfolio,SLT0035AU,,,,,,,,,,,,,,,,
SC,SEL,Select Asset Mgt Ltd (OneVue  RES) (Calastone),Stonehouse Core Value Portfolio,SLT0037AU,,,,,,,,,,,,,,,,
SC,INS,Insync Funds Mgt (OneVue RE Services) (Calastone),Insync Global Titans Fund,SLT0041AU,,,,,,,,,,,,,,,,
SC,NBA,Neuberger Berman Aust (OneVue RES) (Calastone),Neuberger Berman Absolute Return Multi Strategy Trust,SLT0043AU,,,,,,,,,,,,,,,,
SC,TYB,Smarter Money (OneVue RES) (Calastone),Smarter Money Higher Income Fund - Institutional,SLT0049AU,,,,,,,,,,,,,,,,
SC,TYB,Smarter Money (OneVue RES) (Calastone),Smarter Money Higher Income Fund - Assisted Investor,SLT0052AU,,,,,,,,,,,,,,,,
SC,RCP,Reitway Global Pty Ltd (OneVue RE Services Ltd),Reitway Global Property Portfolio,SLT0054AU,,,,,,,,,,,,,,,,
SC,YEL,Yellow Brick Road (OneVue RES) (Calastone),YBR Protected Equities Fund - Assisted Investor Class,SLT0059AU,,,,,,,,,,,,,,,,
SC,NWQ,NWQ Capital Mgt P/L (OneVue RE Services),NWQ Fiduciary Fund - Indirect Class,SLT0063AU,,,,,,,,,,,,,,,,
SC,SEL,Select Asset Mgt Ltd (OneVue  RES) (Calastone),ChinaAMC China Opportunities Fund,SLT0065AU,,,,,,,,,,,,,,,,
SC,IOM,IOOF Investment Mgt Ltd - MultiMix (Calastone),IOOF Multimix Wholesale Australian Property Trust,SMF0107AU,,,,,,,,,,,,,,,,
SC,SOL,Solaris (Channel Capital) (Calastone),Solaris Core Australian Equity Fund (Performance Alignment),SOL0001AU,,,,,,,,,,,,,,,,
SC,CIT,Legg Mason Asset Mgt Australia Ltd (Swiftnet),Legg Mason Western Cash Trust,SSB0003AU,,,,,,,,,,,,,,,,
SC,CIT,Legg Mason Asset Mgt Australia Ltd (Swiftnet),Legg Mason Martin Currie Value Equity Trust (A Class),SSB0009AU,,,,,,,,,,,,,,,,
SC,CIT,Legg Mason Asset Mgt Australia Ltd (Swiftnet),Legg Mason Martin Currie Small Companies Trust Class A,SSB0011AU,,,,,,,,,,,,,,,,
SC,CIT,Legg Mason Asset Mgt Australia Ltd (Swiftnet),Legg Mason Western Asset Global Multi Sector Bond Trust - A,SSB0012AU,,,,,,,,,,,,,,,,
SC,CIT,Legg Mason Asset Mgt Australia Ltd (Swiftnet),Legg Mason Brandywine Global Fixed Income Trust - Class A,SSB0013AU,,,,,,,,,,,,,,,,
SC,CIT,Legg Mason Asset Mgt Australia Ltd (Swiftnet),Legg Mason Brandywine Global Opp Fixed Income Trust Class A,SSB0014AU,,,,,,,,,,,,,,,,
SC,CIT,Legg Mason Asset Mgt Australia Ltd (Swiftnet),Legg Mason ClearBridge Global Value Equity Trust - Class A,SSB0015AU,,,,,,,,,,,,,,,,
SC,CIT,Legg Mason Asset Mgt Australia Ltd (Swiftnet),Legg Mason Martin Currie Real Income Fund Class A Units,SSB0026AU,,,,,,,,,,,,,,,,
SC,CIT,Legg Mason Asset Mgt Australia Ltd (Swiftnet),Legg Mason Martin Currie Equity Income Trust - Class A,SSB0043AU,,,,,,,,,,,,,,,,
SC,CIT,Legg Mason Asset Mgt Australia Ltd (Swiftnet),Legg Mason Multi Asset Retirement Income Trust - A Class,SSB0061AU,,,,,,,,,,,,,,,,
SC,CIT,Legg Mason Asset Mgt Australia Ltd (Swiftnet),Legg Mason Martin Currie Ethical Income Fund,SSB0064AU,,,,,,,,,,,,,,,,
SC,CIT,Legg Mason Asset Mgt Australia Ltd (Swiftnet),Legg Mason Western Asset Australian Bond Trust - Class A,SSB0122AU,,,,,,,,,,,,,,,,
SC,CIT,Legg Mason Asset Mgt Australia Ltd (Swiftnet),Legg Mason Martin Currie Core Equity Trust (A Class),SSB0125AU,,,,,,,,,,,,,,,,
SC,CIT,Legg Mason Asset Mgt Australia Ltd (Swiftnet),Legg Mason QS Investors Global Equity Trust - Class A,SSB0126AU,,,,,,,,,,,,,,,,
SC,CIT,Legg Mason Asset Mgt Australia Ltd (Swiftnet),Legg Mason Martin Currie Property Securities Trust - Class A,SSB0128AU,,,,,,,,,,,,,,,,
SC,CIT,Legg Mason Asset Mgt Australia Ltd (Swiftnet),Legg Mason Martin Currie Tactical Allocation Trust - CLASS A,SSB0130AU,,,,,,,,,,,,,,,,
SC,CIT,Legg Mason Asset Mgt Australia Ltd (Swiftnet),Legg Mason Western Asset Cash Plus Trust - Class A,SSB0131AU,,,,,,,,,,,,,,,,
SC,SST,State Street Global Advisors Aust Ltd (Calastone),State Street Australian Cash Trust,SST0003AU,,,,,,,,,,,,,,,,
SC,SST,State Street Global Advisors Aust Ltd (Calastone),State Street Australian Equities Index Trust,SST0004AU,,,,,,,,,,,,,,,,
SC,SST,State Street Global Advisors Aust Ltd (Calastone),State Street Australian Fixed Income Index Trust,SST0005AU,,,,,,,,,,,,,,,,
SC,SST,State Street Global Advisors Aust Ltd (Calastone),State Street Australian Listed Property Index Trust,SST0007AU,,,,,,,,,,,,,,,,
SC,SST,State Street Global Advisors Aust Ltd (Calastone),State Street Global Fixed Income Index Trust,SST0009AU,,,,,,,,,,,,,,,,
SC,SST,State Street Global Advisors Aust Ltd (Calastone),State Street International Equities Index Trust,SST0013AU,,,,,,,,,,,,,,,,
SC,SST,State Street Global Advisors Aust Ltd (Calastone),State Street International Equities Index (Hedged) Trust,SST0022AU,,,,,,,,,,,,,,,,
SC,SST,State Street Global Advisors Aust Ltd (Calastone),State Street Australian Equity Fund,SST0048AU,,,,,,,,,,,,,,,,
SC,SST,State Street Global Advisors Aust Ltd (Calastone),State Street Global Equity Fund,SST0050AU,,,,,,,,,,,,,,,,
SC,SST,State Street Global Advisors Aust Ltd (Calastone),State Street Builder Fund,SST0052AU,,,,,,,,,,,,,,,,
SC,SST,State Street Global Advisors Aust Ltd (Calastone),State Street Provider Fund,SST0053AU,,,,,,,,,,,,,,,,
SC,SST,State Street Global Advisors Aust Ltd (Calastone),State Street Sustainer Fund,SST0054AU,,,,,,,,,,,,,,,,
SC,SCP,Stocklands Capital Partners Ltd,Stockland Direct Retail Trust No.1,STK0004AU,,,,,,,,,,,,,,,,
SC,STL,Sandhurst Trustees Ltd - Melbourne,Sandhurst Common Funds - Select Mortage Fund,STL0002AU,,,,,,,,,,,,,,,,
SC,STL,Sandhurst Trustees Ltd - Melbourne,Sandhurst Future Leaders Fund,STL0011AU,,,,,,,,,,,,,,,,
SC,STL,Sandhurst Trustees Ltd - Melbourne,Bendigo Conservative Wholesale Fund,STL0012AU,,,,,,,,,,,,,,,,
SC,STL,Sandhurst Trustees Ltd - Melbourne,Bendigo Balanced Wholesale Fund,STL0013AU,,,,,,,,,,,,,,,,
SC,STL,Sandhurst Trustees Ltd - Melbourne,Bendigo Growth Wholesale Fund,STL0014AU,,,,,,,,,,,,,,,,
SC,STL,Sandhurst Trustees Ltd - Melbourne,Sandhurst Professional GVI Global Industrial Fund,STL0015AU,,,,,,,,,,,,,,,,
SC,STL,Sandhurst Trustees Ltd - Melbourne,Sandhurst Strategic Income Fund - Class B,STL0044AU,,,,,,,,,,,,,,,,
SC,STL,Sandhurst Trustees Ltd - Melbourne,Sandhurst Industrial Share Fund,STL0100AU,,,,,,,,,,,,,,,,
SC,STL,Sandhurst Trustees Ltd - Melbourne,Sandhurst IML Industrial Share Fund - Wholesale,STL0101AU,,,,,,,,,,,,,,,,
SC,CPR,One Managed Investment Funds Limited,Premier Global Select Fund,STL0104AU,,,,,,,,,,,,,,,,
SC,SAM,Samuel Terry Asset Management Pty Ltd,Samuel Terry Absolute Return Fund - B Class,STP0002AU,,,,,,,,,,,,,,,,
SC,SAM,Samuel Terry Asset Management Pty Ltd,Samuel Terry Absolute Return Fund - A Class,STP0003AU,,,,,,,,,,,,,,,,
SC,TYN,Nikko Asset Mgt Aus Ltd (Calastone),Nikko AM Global Share Fund,SUN0031AU,,,,,,,,,,,,,,,,
SC,TLS,Trustees Australia Ltd ARF Lanyon Asset Management P/L,Lanyon Australian Value Fund,TAL0001AU,,,,,,,,,,,,,,,,
SC,PML,The Trust Company (RE Services) Limited,The Trust Company Share Imputation Fund,TCA0002AU,,,,,,,,,,,,,,,,
SC,TEY,TPFL Limited,The Teys Income Builder - 24 Months,TEY0003AU,,,,,,,,,,,,,,,,
SC,TFG,Real Estate Capital Partners Managed Investments Limited,Real Estate Capital Partners Enhanced Income Fund,TFG0001AU,,,,,,,,,,,,,,,,
SC,TGP,Treasury Group Investment Services Ltd (Swiftnet),GVI Aubrey Global Growth & Income Fund - Hedged,TGP0004AU,,,,,,,,,,,,,,,,
SC,AWF,Armytage Private Pty Ltd (EQT) (Calastone),Armytage Strategic Opportunities Retail Fund,TGP0005AU,,,,,,,,,,,,,,,,
SC,TYN,Nikko Asset Mgt Aus Ltd (Calastone),Nikko AM New Asia Fund,TGP0006AU,,,,,,,,,,,,,,,,
SC,TGP,Treasury Group Investment Services Ltd (Swiftnet),RARE Infrastructure Value Fund - Hedged,TGP0008AU,,,,,,,,,,,,,,,,
SC,BFL,Bennelong Funds Management Ltd (Swiftnet),Third Link Growth Fund,TGP0014AU,,,,,,,,,,,,,,,,
SC,TGP,Treasury Group Investment Services Ltd (Swiftnet),RARE Emerging Markets Fund,TGP0015AU,,,,,,,,,,,,,,,,
SC,TGP,Treasury Group Investment Services Ltd (Swiftnet),RARE Yield Fund,TGP0016AU,,,,,,,,,,,,,,,,
SC,TGP,Treasury Group Investment Services Ltd (Swiftnet),RARE Infrastructure Value Fund - Unhedged,TGP0034AU,,,,,,,,,,,,,,,,
SC,TFM,Trilogy Funds Mgt Ltd (Calastone),Trilogy Monthly Income Trust - Platform Class,TGY0003AU,,,,,,,,,,,,,,,,
SC,DRE,Dundas & Apostle Funds Mgt (EQT),EQT Dundas Global Equity Fund,THO0003AU,,,,,,,,,,,,,,,,
SC,TOL,Trio Capital Limited,Astarra Conservative Fund,TOL0049AU,,,,,,,,,,,,,,,,
SC,TOL,Trio Capital Limited,Astarra Balanced Fund,TOL0050AU,,,,,,,,,,,,,,,,
SC,TOL,Trio Capital Limited,Astarra Growth Fund,TOL0051AU,,,,,,,,,,,,,,,,
SC,TOL,Trio Capital Limited,Astarra Strategic Fund - B Class Units,TOL0055AU,,,,,,,,,,,,,,,,
SC,TOL,Trio Capital Limited,Astarra Australian Covered Call Fund,TOL0069AU,,,,,,,,,,,,,,,,
SC,TOL,Trio Capital Limited,Astarra International Covered Call Fund,TOL0070AU,,,,,,,,,,,,,,,,
SC,TCF,Totus Capital Pty Ltd,Totus Alpha Fund - Main Series,TOM0001AU,,,,,,,,,,,,,,,,
SC,TCF,Totus Capital Pty Ltd,Totus Alpha Fund - Ordinary Series - Main,TOMA2000Q,,,,,,,,,,,,,,,,
SC,TCF,Totus Capital Pty Ltd,Totus Alpha Fund - Founders Series Main,TOT0006AU,,,,,,,,,,,,,,,,
SC,TCF,Totus Capital Pty Ltd,Totus Alpha Fund - Platform Class,TOT0009AU,,,,,,,,,,,,,,,,
SC,TPT,Tasmanian Perpetual Trustees Limited,Tasmanian Perpetual Mortgage Fund,TPT0007AU,,,,,,,,,,,,,,,,
SC,TYN,Nikko Asset Mgt Aus Ltd (Calastone),Nikko AM-Tyndall Australian Share Value Fund,TYN0010AU,,,,,,,,,,,,,,,,
SC,TYN,Nikko Asset Mgt Aus Ltd (Calastone),Nikko AM-Tyndall Australian Share Fund,TYN0026AU,,,,,,,,,,,,,,,,
SC,TYN,Nikko Asset Mgt Aus Ltd (Calastone),Nikko AM-Tyndall Australian Share Wholesale Fund,TYN0028AU,,,,,,,,,,,,,,,,
SC,TYN,Nikko Asset Mgt Aus Ltd (Calastone),Nikko AM-Tyndall Australian Share Income Fund,TYN0038AU,,,,,,,,,,,,,,,,
SC,TYN,Nikko Asset Mgt Aus Ltd (Calastone),Nikko AM-Tyndall Australian Share Concentrated Fund,TYN0040AU,,,,,,,,,,,,,,,,
SC,TYN,Nikko Asset Mgt Aus Ltd (Calastone),Nikko AM Australian Bond Fund,TYN0104AU,,,,,,,,,,,,,,,,
SC,TYN,Nikko Asset Mgt Aus Ltd (Calastone),Nikko AM Diversified Bond Fund,TYN0106AU,,,,,,,,,,,,,,,,
SC,TYN,Nikko Asset Mgt Aus Ltd (Calastone),Nikko AM International Bond Fund,TYN0107AU,,,,,,,,,,,,,,,,
SC,UBS,UBS Global Asset Mgt Ltd (Calastone),UBS Cash Bond Fund,UBS0001AU,,,,,,,,,,,,,,,,
SC,UBS,UBS Global Asset Mgt Ltd (Calastone),UBS Diversified Credit Fund,UBS0003AU,,,,,,,,,,,,,,,,
SC,UBS,UBS Global Asset Mgt Ltd (Calastone),UBS Australian Small Companies Fund,UBS0004AU,,,,,,,,,,,,,,,,
SC,UBS,UBS Global Asset Mgt Ltd (Calastone),UBS Global Property Securities Fund,UBS0008AU,,,,,,,,,,,,,,,,
SC,UBS,UBS Global Asset Mgt Ltd (Calastone),UBS Protected Cash Fund,UBS0017AU,,,,,,,,,,,,,,,,
SC,UBS,UBS Global Asset Mgt Ltd (Calastone),UBS HALO Australian Share Fund,UBS0024AU,,,,,,,,,,,,,,,,
SC,UBS,UBS Global Asset Mgt Ltd (Calastone),UBS Tactical Beta Fund - Conservative,UBS0036AU,,,,,,,,,,,,,,,,
SC,UBS,UBS Global Asset Mgt Ltd (Calastone),UBS Tactical Beta Fund - Growth,UBS0037AU,,,,,,,,,,,,,,,,
SC,UBS,UBS Global Asset Mgt Ltd (Calastone),UBS Tactical Beta Fund - Balanced,UBS0041AU,,,,,,,,,,,,,,,,
SC,UBS,UBS Global Asset Mgt Ltd (Calastone),UBS Dynamic Alpha Startegy Fund A (AUD),UBS0054AU,,,,,,,,,,,,,,,,
SC,UBS,UBS Global Asset Mgt Ltd (Calastone),UBS Microcap Fund,UBS0057AU,,,,,,,,,,,,,,,,
SC,UBS,UBS Global Asset Mgt Ltd (Calastone),UBS Global Credit Fund,UBS0103AU,,,,,,,,,,,,,,,,
SC,IOM,IOOF Investment Mgt Ltd - MultiMix (Calastone),IOOF MultiMix Moderate Growth Trust,UFM0051AU,,,,,,,,,,,,,,,,
SC,IOM,IOOF Investment Mgt Ltd - MultiMix (Calastone),IOOF MultiMix Wholesale International Property Fund,UFM0062AU,,,,,,,,,,,,,,,,
SC,ECC,Ellerston Capital Limited,Ellerston Master Fund - Series November 2007,UU1136,,,,,,,,,,,,,,,,
SC,ECC,Ellerston Capital Limited,Ellerston Master Fund - Series December 2007,UU1137,,,,,,,,,,,,,,,,
SC,VAN,Vanguard Investments Australia Ltd (Swiftnet),Vanguard Australian Fixed Interest Index Fund,VAN0001AU,,,,,,,,,,,,,,,,
SC,VAN,Vanguard Investments Australia Ltd (Swiftnet),Vanguard Australian Shares Index Fund,VAN0002AU,,,,,,,,,,,,,,,,
SC,VAN,Vanguard Investments Australia Ltd (Swiftnet),Vanguard International Shares Index Fund,VAN0003AU,,,,,,,,,,,,,,,,
SC,VAN,Vanguard Investments Australia Ltd (Swiftnet),Vanguard Australian Property Securities Index Fund,VAN0004AU,,,,,,,,,,,,,,,,
SC,VAN,Vanguard Investments Australia Ltd (Swiftnet),Vanguard Emerging Markets Share Index Fund,VAN0005AU,,,,,,,,,,,,,,,,
SC,VAN,Vanguard Investments Australia Ltd (Swiftnet),Vanguard Index Australian Shares Fund - Retail,VAN0010AU,,,,,,,,,,,,,,,,
SC,VAN,Vanguard Investments Australia Ltd (Swiftnet),Vanguard Index International Shares Fund - Retail,VAN0011AU,,,,,,,,,,,,,,,,
SC,VAN,Vanguard Investments Australia Ltd (Swiftnet),Vanguard Index Australian Property Securities Fund - Retail,VAN0012AU,,,,,,,,,,,,,,,,
SC,VAN,Vanguard Investments Australia Ltd (Swiftnet),Vanguard High Yield Australian Shares Fund - Retail,VAN0017AU,,,,,,,,,,,,,,,,
SC,VAN,Vanguard Investments Australia Ltd (Swiftnet),Vanguard International Property Securities Index Fund,VAN0018AU,,,,,,,,,,,,,,,,
SC,VAN,Vanguard Investments Australia Ltd (Swiftnet),Vanguard International Property Securities Index Fund Hedged,VAN0019AU,,,,,,,,,,,,,,,,
SC,VAN,Vanguard Investments Australia Ltd (Swiftnet),Vanguard Cash Reserve Fund,VAN0020AU,,,,,,,,,,,,,,,,
SC,VAN,Vanguard Investments Australia Ltd (Swiftnet),Vanguard International Small Companies Index Fund,VAN0021AU,,,,,,,,,,,,,,,,
SC,VAN,Vanguard Investments Australia Ltd (Swiftnet),Vanguard International Small Companies Index Fund (Hedged),VAN0022AU,,,,,,,,,,,,,,,,
SC,VAN,Vanguard Investments Australia Ltd (Swiftnet),Vanguard Global Infrastructure Index Fund,VAN0023AU,,,,,,,,,,,,,,,,
SC,VAN,Vanguard Investments Australia Ltd (Swiftnet),Vanguard Global Infrastructure Index Fund (Hedged),VAN0024AU,,,,,,,,,,,,,,,,
SC,VAN,Vanguard Investments Australia Ltd (Swiftnet),Vanguard Australian Government Bond Index Fund - W/S,VAN0025AU,,,,,,,,,,,,,,,,
SC,VAN,Vanguard Investments Australia Ltd (Swiftnet),Vanguard Diversified Bond Index Fund,VAN0042AU,,,,,,,,,,,,,,,,
SC,VAN,Vanguard Investments Australia Ltd (Swiftnet),Vanguard Australian Inflation Linked Bond Fund,VAN0064AU,,,,,,,,,,,,,,,,
SC,VAN,Vanguard Investments Australia Ltd (Swiftnet),Vanguard Australian Corporate Fixed Interest Index Fund,VAN0065AU,,,,,,,,,,,,,,,,
SC,VAN,Vanguard Investments Australia Ltd (Swiftnet),Vanguard Index Diversified Bond Fund - Retail,VAN0101AU,,,,,,,,,,,,,,,,
SC,VAN,Vanguard Investments Australia Ltd (Swiftnet),Vanguard Cash Plus Fund - Wholesale,VAN0102AU,,,,,,,,,,,,,,,,
SC,VAN,Vanguard Investments Australia Ltd (Swiftnet),Vanguard Int Fixed Interest Index (Hedged),VAN0103AU,,,,,,,,,,,,,,,,
SC,VAN,Vanguard Investments Australia Ltd (Swiftnet),Vanguard Australian Shares High Yield Fund,VAN0104AU,,,,,,,,,,,,,,,,
SC,VAN,Vanguard Investments Australia Ltd (Swiftnet),Vanguard Int Shares Index (Hedged) w/s,VAN0105AU,,,,,,,,,,,,,,,,
SC,VAN,Vanguard Investments Australia Ltd (Swiftnet),Vanguard Int Credit Sec Index Fund (hedged),VAN0106AU,,,,,,,,,,,,,,,,
SC,VAN,Vanguard Investments Australia Ltd (Swiftnet),Vanguard Index Hedged Int'L Shares Fund - Retail,VAN0107AU,,,,,,,,,,,,,,,,
SC,VAN,Vanguard Investments Australia Ltd (Swiftnet),Vanguard Balanced Index fund w/s,VAN0108AU,,,,,,,,,,,,,,,,
SC,VAN,Vanguard Investments Australia Ltd (Swiftnet),Vanguard Conservative Index Fund w/s,VAN0109AU,,,,,,,,,,,,,,,,
SC,VAN,Vanguard Investments Australia Ltd (Swiftnet),Vanguard Growth Index Fund w/s,VAN0110AU,,,,,,,,,,,,,,,,
SC,VAN,Vanguard Investments Australia Ltd (Swiftnet),Vanguard High Growth Index Fund w/s,VAN0111AU,,,,,,,,,,,,,,,,
SC,ALL,All Star Funds (RE: EQT) (Calastone),All Star IAM Australian Share Fund,VEN0006AU,,,,,,,,,,,,,,,,
SC,ALL,All Star Funds (RE: EQT) (Calastone),All Star KFM Income Fund,VEN0007AU,,,,,,,,,,,,,,,,
SC,VEN,Ventura Investment Mgt Ltd (RE: EQT) (Calastone),Ventura Global Opportunities Fund,VEN0008AU,,,,,,,,,,,,,,,,
SC,VEN,Ventura Investment Mgt Ltd (RE: EQT) (Calastone),Ventura High Growth 100 Fund,VEN0009AU,,,,,,,,,,,,,,,,
SC,VEN,Ventura Investment Mgt Ltd (RE: EQT) (Calastone),All Star Nomura China Fund - Ordinary,VEN0010AU,,,,,,,,,,,,,,,,
SC,VEN,Ventura Investment Mgt Ltd (RE: EQT) (Calastone),Ventura Australian Opportunities Fund - Class A,VEN0026AU,,,,,,,,,,,,,,,,
SC,VEN,Ventura Investment Mgt Ltd (RE: EQT) (Calastone),Ventura Growth 70 Fund -Class A,VEN0027AU,,,,,,,,,,,,,,,,
SC,VEN,Ventura Investment Mgt Ltd (RE: EQT) (Calastone),Ventura Diversified 50 Fund - Class A,VEN0028AU,,,,,,,,,,,,,,,,
SC,VEN,Ventura Investment Mgt Ltd (RE: EQT) (Calastone),Ventura Conservative Fund - Class A,VEN0029AU,,,,,,,,,,,,,,,,
SC,VEN,Ventura Investment Mgt Ltd (RE: EQT) (Calastone),Ventura Australian Shares Fund - Class A,VEN0030AU,,,,,,,,,,,,,,,,
SC,VEN,Ventura Investment Mgt Ltd (RE: EQT) (Calastone),Ventura International Shares Fund - Class A,VEN0031AU,,,,,,,,,,,,,,,,
SC,VEN,Ventura Investment Mgt Ltd (RE: EQT) (Calastone),Ventura Growth 90 Fund,VEN0032AU,,,,,,,,,,,,,,,,
SC,VGI,VGI Partners Pty Limited,VGI Partners Master Fund - Class A1 (Equalisation),VGI0001AU,,,,,,,,,,,,,,,,
SC,CHL,Fidante Partners,Merlon Australian Equity Income Fund (CNA),WAR0002AU,,,,,,,,,,,,,,,,
SC,CHL,Fidante Partners,SG Hiscock Property Securities Fund,WAR0005AU,,,,,,,,,,,,,,,,
SC,CHL,Fidante Partners,Metisq Global Emerging Markets Fund - Retail,WAR0012AU,,,,,,,,,,,,,,,,
SC,CHL,Fidante Partners,Wavestone Capital Absolute Return Fund,WCL0001AU,,,,,,,,,,,,,,,,
SC,WBC,Westpac Financial Services Limited,BT Investor Choice Funds - Westpac Australian Bond Fund,WFS0013AU,,,,,,,,,,,,,,,,
SC,WBC,Westpac Financial Services Limited,BT Investor Choice Funds - Westpac Aust Tax Effect Share Fnd,WFS0021AU,,,,,,,,,,,,,,,,
SC,WBC,Westpac Financial Services Limited,BT Investor Choice Funds - Westpac Moderate Growth Fund,WFS0032AU,,,,,,,,,,,,,,,,
SC,WBC,Westpac Financial Services Limited,BT Investor Choice Funds - Westpac Balanced Growth Fund,WFS0033AU,,,,,,,,,,,,,,,,
SC,WBC,Westpac Financial Services Limited,BT Investor Choice Funds - Westpac Aust Prop Securities Fund,WFS0101AU,,,,,,,,,,,,,,,,
SC,WBC,Westpac Financial Services Limited,BT Investor Choice - Westpac All Aust Tax Effect Share Fund,WFS0103AU,,,,,,,,,,,,,,,,
SC,BTA,BT,BT Wholesale Australian Sustainable Share Fund,WFS0285AU,,,,,,,,,,,,,,,,
SC,BTA,BT,BT Wholesale Enhanced Cash Fund,WFS0377AU,,,,,,,,,,,,,,,,
SC,BTA,BT,BT Global Property Fund - Retail,WFS0387AU,,,,,,,,,,,,,,,,
SC,AUS,Australian Unity Funds Management Limited,Altius Bond Fund,WFS0486AU,,,,,,,,,,,,,,,,
SC,AUS,Australian Unity Funds Management Limited,Wingate Global Equity Fund - Hedged,WFS0547AU,,,,,,,,,,,,,,,,
SC,BTA,BT,BT Institutional Diversified Balanced PST,WFS0852AU,,,,,,,,,,,,,,,,
SC,AUS,Australian Unity Funds Management Limited,Wingate Global Equity Fund - Foundation Units,WGT0001AU,,,,,,,,,,,,,,,,
SC,WHT,Pinnacle Fund Services Ltd (Swiftnet),Spheria Australian Smaller Companies Fund,WHT0008AU,,,,,,,,,,,,,,,,
SC,SOL,Solaris (Channel Capital) (Calastone),Solaris Core Australian Equity Fund,WHT0012AU,,,,,,,,,,,,,,,,
SC,WHS,Pinnacle Fund Services Ltd (Swiftnet),Resolution Capital Core Plus Property Securities Fund,WHT0014AU,,,,,,,,,,,,,,,,
SC,WHS,Pinnacle Fund Services Ltd (Swiftnet),Resolution Capital Global Property Securities Fund -Class A,WHT0015AU,,,,,,,,,,,,,,,,
SC,SOL,Solaris (Channel Capital) (Calastone),Solaris High Alpha Australian Equity Fund,WHT0016AU,,,,,,,,,,,,,,,,
SC,SOL,Solaris (Channel Capital) (Calastone),Solaris Core Australian Equity Fund (Performance Fee Option),WHT0017AU,,,,,,,,,,,,,,,,
SC,WHS,Pinnacle Fund Services Ltd (Swiftnet),Omega Global Corporate Bond Fund,WHT0023AU,,,,,,,,,,,,,,,,
SC,WHS,Pinnacle Fund Services Ltd (Swiftnet),Resolution Capital Global Property Securities Fund - Institu,WHT0024AU,,,,,,,,,,,,,,,,
